user_id,item_id,rating,cine,casa,escena,estilo,actuacion,espectador,film
José A
Rafa Marin,Casino Royale,2,NULL,NULL,-1,NULL,NULL,NULL,NULL
Caruco,Brick,3,1,0,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Los fantasmas de Goya,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Moriarty,The holiday,1,0,0,NULL,NULL,NULL,0,NULL
Tito Chinchan,Agitese antes de usarla,2,1,NULL,NULL,NULL,NULL,NULL,NULL
Silvia,Pequeña miss sunshine,4,NULL,NULL,1,NULL,NULL,NULL,NULL
Ana,El camino de los ingleses,2,NULL,NULL,-1,1,NULL,NULL,1
Yul B
Bloody Will,El perfume,2,-1,NULL,1,NULL,NULL,NULL,-1
Yul B
Bloody Will,Déjà Vu,3,1,NULL,NULL,NULL,NULL,NULL,0
Emilio Calvo de Mora,Jackass 2,1,-1,NULL,NULL,NULL,NULL,-1,NULL
Emilio Calvo de Mora,Primera plana,5,-1,NULL,NULL,NULL,NULL,-1,-1
Kiko de España,Brick,4,0,-1,NULL,NULL,NULL,NULL,-1
Oscar Cantero,The holiday,1,1,NULL,-1,NULL,NULL,-1,NULL
Silvia,El ilusionista,3,NULL,NULL,NULL,1,NULL,0,NULL
Matías Cobo,El camino de los ingleses,2,1,NULL,0,NULL,NULL,NULL,NULL
Cp,Déjà Vu,2,NULL,NULL,-1,NULL,0,NULL,NULL
Emilio Calvo de Mora,Ellos,2,NULL,-1,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Ficción,3,0,1,NULL,NULL,NULL,NULL,0
Caty,Saw 3,3,NULL,NULL,0,-1,NULL,0,NULL
Radon,Happy feet,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jose Contreras,Happy feet,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Harry poter y el caliz de fuego,3,NULL,NULL,1,NULL,NULL,NULL,NULL
Oscar Cantero,Casanova,3,NULL,-1,NULL,NULL,NULL,NULL,NULL
Calaf,El ilusionista,4,0,NULL,NULL,NULL,NULL,1,NULL
Calaf,Happy feet,4,-1,NULL,NULL,0,NULL,NULL,NULL
José A
Emilio Calvo de Mora,Ciudad de Dios,5,0,-1,-1,NULL,NULL,-1,NULL
Emilio Calvo de Mora,El ilusionista,3,0,NULL,NULL,NULL,NULL,0,NULL
Tito Chinchan,Happy feet,5,0,NULL,NULL,1,NULL,NULL,NULL
José Córdoba,El perfume,3,-1,NULL,1,NULL,-1,-1,0
Taliesin,Casino Royale,4,1,NULL,1,NULL,NULL,NULL,NULL
Txapulin,Borat,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Txapulin,Pequeña miss sunshine,4,NULL,NULL,NULL,0,NULL,NULL,NULL
Daniel Galindo,Happy feet,3,0,NULL,NULL,NULL,NULL,0,NULL
Txapulin,Renaissance,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jeremy Fox,Casino Royale,4,0,NULL,NULL,NULL,NULL,-1,NULL
Tito Chinchan,Déjà Vu,2,NULL,0,NULL,NULL,NULL,NULL,NULL
Silvia Giner,Casino Royale,4,1,NULL,NULL,NULL,NULL,1,1
Silvia,Borat,2,-1,NULL,-1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Brick,2,0,NULL,NULL,NULL,NULL,0,NULL
Caruco,Grbavica,3,NULL,NULL,-1,NULL,NULL,NULL,NULL
Francisco Bellón,The holiday,1,-1,NULL,NULL,NULL,NULL,-1,-1
Radon,Los Borgia,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alberto Concepción,Camino a la perdición,4,0,NULL,NULL,NULL,1,NULL,0
Alberto Concepción,El Pianista,5,0,NULL,0,NULL,NULL,1,0
Alberto Concepción,La vida es bella,3,NULL,NULL,1,NULL,NULL,1,1
Alberto Concepción,Crash,4,-1,1,NULL,NULL,NULL,1,NULL
Alberto Concepción,La joya de la familia,2,NULL,NULL,NULL,NULL,NULL,NULL,-1
Txapulin,Brick,4,0,NULL,NULL,NULL,1,NULL,NULL
Tito Chinchan,Borat,1,NULL,NULL,NULL,NULL,NULL,-1,NULL
Tito Chinchan,Nausicaä del valle del viento,4,1,-1,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,El código Da Vinci,3,1,NULL,1,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El último tango en París,5,-1,NULL,NULL,NULL,NULL,1,0
Oscar Cantero,Irresistible,1,NULL,-1,NULL,NULL,NULL,NULL,NULL
José A
Manel Juanico,Supervixens,4,0,1,0,1,NULL,0,NULL
Oscar Cantero,Creep,1,-1,NULL,NULL,NULL,NULL,NULL,NULL
Manel Juanico,The rocky horror picture show,5,-1,1,0,1,NULL,0,NULL
Rafa Martín,Brick,4,0,NULL,0,NULL,NULL,0,0
Oscar Cantero,El extraño,5,-1,NULL,NULL,NULL,NULL,NULL,-1
Oscar Cantero,El juego de los idiotas,4,NULL,1,NULL,NULL,NULL,1,NULL
Oscar Cantero,El código Da Vinci,2,NULL,NULL,NULL,NULL,NULL,0,NULL
Matías Cobo,Eragon,1,0,NULL,NULL,0,0,NULL,NULL
Francisco Bellón,Eragon,1,1,NULL,NULL,NULL,NULL,0,1
Ricard Marcet,Lilith,4,NULL,NULL,-1,NULL,NULL,1,NULL
Ibán Manzano,Babel,5,0,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Mia Sarah,4,-1,NULL,NULL,NULL,NULL,0,1
Caruco,Eragon,2,NULL,NULL,-1,NULL,NULL,-1,NULL
Caruco,Réquiem (El exorcismo de Micaela),2,NULL,NULL,0,-1,NULL,NULL,NULL
Emilio Calvo de Mora,Eragon,1,0,NULL,NULL,NULL,NULL,0,0
Enrique Colmena,El perfume,3,-1,NULL,0,NULL,NULL,NULL,NULL
Bloody Will,Eragon,2,NULL,NULL,0,NULL,NULL,NULL,-1
Ramón Balcells,Déjà Vu,3,NULL,NULL,NULL,NULL,1,NULL,0
Ramón Balcells,Casino Royale,4,NULL,NULL,0,NULL,1,NULL,1
Silvia,La noche de los girasoles,4,NULL,NULL,NULL,NULL,-1,0,NULL
Silvia,En la ciudad,4,NULL,1,NULL,NULL,NULL,-1,NULL
Alberto Concepción,Brick,3,0,NULL,1,NULL,NULL,NULL,1
José A
Jose Luis,Casino Royale,4,NULL,NULL,0,0,0,0,NULL
Jose Luis,Hijos de los hombres,5,0,NULL,0,NULL,NULL,NULL,NULL
Jose Luis,Infiltrados,4,0,NULL,0,NULL,1,NULL,NULL
Jose Luis,Babel,4,0,NULL,NULL,NULL,0,NULL,NULL
Rafa Ferrer,Volver,3,NULL,0,0,NULL,NULL,NULL,NULL
Rafa Ferrer,La casa de cera,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jose Luis,Pequeña miss sunshine,5,0,NULL,0,NULL,NULL,NULL,NULL
Tito Chinchan,Eragon,3,NULL,NULL,NULL,1,NULL,NULL,NULL
Oscar Cantero,Fresas Salvajes,4,0,1,NULL,NULL,NULL,-1,NULL
Oscar Cantero,Volver,4,1,1,1,NULL,NULL,NULL,NULL
Jeremy Fox,Déjà Vu,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Radon,The Queen,3,NULL,1,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,La alianza del mal,1,NULL,NULL,NULL,NULL,NULL,-1,NULL
Dragon negro,Pequeños grandes héroes,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dragon negro,Arthur y los Minimoys,4,-1,-1,NULL,NULL,NULL,NULL,1
Dragon negro,La alianza del mal,1,-1,NULL,NULL,NULL,NULL,NULL,0
Emilio Calvo de Mora,Mentes en blanco,3,-1,NULL,NULL,NULL,NULL,NULL,-1
Emilio Calvo de Mora,Hijos de los hombres,4,1,NULL,NULL,NULL,NULL,NULL,NULL
Silvia,Nueve vidas,4,NULL,NULL,1,NULL,NULL,-1,NULL
Oscar Cantero,Descubriendo el Cielo,3,NULL,NULL,-1,NULL,1,NULL,NULL
Oscar Cantero,Blood creature,2,-1,NULL,-1,NULL,NULL,NULL,NULL
Rafa Ferrer,Borat,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
José A
Rafa Ferrer,Arthur y los Minimoys,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caruco,Mentes en blanco,3,NULL,-1,-1,NULL,NULL,NULL,NULL
Elena Suárez,Eragon,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,El Polaquito,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Nueve reinas,3,0,NULL,0,NULL,NULL,0,NULL
Daniel Galindo,Arthur y los Minimoys,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Eragon,2,0,-1,-1,NULL,NULL,NULL,NULL
Daniel Galindo,Quinceañera,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Daniel Galindo,Mia Sarah,2,1,NULL,1,NULL,NULL,0,NULL
Silvia Giner,Lila dice,5,-1,NULL,NULL,NULL,NULL,0,0
Silvia Giner,Infiltrados,4,0,NULL,NULL,NULL,NULL,NULL,1
Victor Trujillo,Happy feet,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Rafa Martín,Candida,4,0,NULL,-1,-1,NULL,-1,-1
Rafa Martín,La alianza del mal,1,-1,NULL,-1,0,NULL,NULL,-1
Rafa Ferrer,Banderas de nuestros padres,4,0,NULL,0,NULL,NULL,-1,NULL
Rafa Ferrer,Diamante de sangre,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Rocky Balboa,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,La alianza del mal,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,Happy feet,4,NULL,NULL,NULL,NULL,NULL,NULL,0
Ramón Balcells,The Queen,5,NULL,NULL,NULL,NULL,0,NULL,NULL
Ramón Balcells,Hijos de los hombres,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,Infiltrados,5,1,0,NULL,NULL,NULL,1,1
Ramón Balcells,El laberinto del fauno,5,NULL,NULL,0,0,NULL,NULL,NULL
Ramón Balcells,Click,2,NULL,NULL,0,NULL,NULL,NULL,0
Ramón Balcells,World Trade Center,2,NULL,NULL,-1,NULL,NULL,NULL,-1
Ramón Balcells,Nueve vidas,5,NULL,NULL,NULL,-1,NULL,NULL,NULL
Oscar Cantero,El regreso,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,La joven del agua,4,-1,NULL,1,NULL,NULL,NULL,1
Ramón Balcells,Alatriste,2,NULL,NULL,NULL,-1,NULL,NULL,NULL
Ramón Balcells,Piratas del Caribe 2,2,NULL,NULL,-1,0,-1,NULL,NULL
Ramón Balcells,Desayuno en Plutón,5,NULL,NULL,NULL,NULL,NULL,NULL,1
Ramón Balcells,Salvador,4,1,NULL,NULL,NULL,NULL,NULL,0
Ramón Balcells,United 93,5,NULL,NULL,NULL,NULL,NULL,NULL,1
Ramón Balcells,Scoop,3,0,NULL,0,NULL,NULL,NULL,0
Ramón Balcells,Superman returns,2,NULL,NULL,-1,NULL,-1,NULL,-1
Ramón Balcells,La sombra de la sospecha,2,-1,-1,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,El señor de la guerra,3,0,NULL,NULL,NULL,NULL,NULL,0
Ramón Balcells,Una verdad incómoda,5,0,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Sky Captain,3,0,NULL,0,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Déjà Vu,2,0,NULL,NULL,NULL,NULL,1,-1
Emilio Calvo de Mora,Dulce Emma
Emilio Calvo de Mora,The holiday,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jeremy Fox,El camino de los ingleses,1,-1,NULL,NULL,NULL,0,NULL,NULL
Rafa Ferrer,Casino Royale,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Silvia,Azuloscurocasinegro,5,NULL,NULL,-1,NULL,NULL,-1,NULL
Silvia,15 días contigo,4,NULL,NULL,NULL,NULL,NULL,1,NULL
Emilio Calvo de Mora,La alianza del mal,1,-1,NULL,0,NULL,NULL,NULL,NULL
Ramón Balcells,Babel,5,NULL,NULL,1,NULL,0,0,0
Francisco Bellón,Luces al atardecer,3,0,NULL,NULL,NULL,NULL,1,-1
Ana,Brick,5,0,NULL,NULL,NULL,NULL,NULL,NULL
Caruco,Babel,2,NULL,NULL,0,NULL,NULL,NULL,NULL
Francisco Bellón,La casa de tus sueños,1,-1,-1,NULL,NULL,NULL,-1,-1
Rafa Ferrer,Noel,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Babel,5,1,NULL,NULL,NULL,NULL,-1,NULL
Elena Suárez,Babel,3,0,NULL,-1,NULL,NULL,NULL,NULL
Dario Lavia,Doctor X,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Dario Lavia,The return of Doctor X,2,NULL,0,NULL,NULL,NULL,NULL,NULL
Dario Lavia,Mad love,3,-1,NULL,NULL,NULL,NULL,NULL,NULL
Vsancha,Brick,4,0,1,1,NULL,NULL,NULL,1
Silvia,El intruso,3,NULL,NULL,1,NULL,NULL,0,NULL
Oscar Cantero,La central,1,-1,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Serenity,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Banderas de nuestros padres,5,1,NULL,0,NULL,NULL,-1,0
Ramón Balcells,El ilusionista,3,0,NULL,NULL,NULL,NULL,NULL,1
Mary Carmen Rodriguez,Babel,5,0,NULL,1,NULL,NULL,0,NULL
Silvia Giner,Babel,4,NULL,NULL,NULL,NULL,NULL,NULL,1
Caruco,Luces al atardecer,3,1,NULL,-1,NULL,NULL,NULL,NULL
Berto,Candida,3,NULL,0,NULL,NULL,0,NULL,0
Emilio Calvo de Mora,El pisito,5,0,NULL,NULL,NULL,NULL,NULL,NULL
Kiko de España,Banderas de nuestros padres,2,NULL,NULL,-1,NULL,NULL,NULL,-1
Oscar Cantero,María Antonieta,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Alberto Concepción,Banderas de nuestros padres,4,1,NULL,NULL,NULL,-1,NULL,-1
Calaf,Babel,3,NULL,NULL,-1,NULL,NULL,0,NULL
José A
Jose Contreras,Banderas de nuestros padres,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jose Contreras,María Antonieta,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Candida,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,María Antonieta,1,1,NULL,NULL,NULL,NULL,NULL,-1
Ana,Pequeña miss sunshine,3,NULL,NULL,NULL,NULL,NULL,NULL,1
Puspus,El perfume,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Marin,Banderas de nuestros padres,3,1,NULL,1,NULL,1,NULL,NULL
Dino,Rocky Balboa,2,1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Hard candy,3,0,0,0,NULL,NULL,0,-1
Radon,Arthur y los Minimoys,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alberto Concepción,Babel,3,NULL,NULL,NULL,NULL,NULL,NULL,0
José A
Tito Chinchan,Candida,2,1,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,El próximo Oriente,5,0,NULL,NULL,NULL,NULL,NULL,NULL
Ana,El truco final (The Prestige),3,-1,NULL,-1,NULL,NULL,NULL,-1
Rafa Martín,Rocky Balboa,3,0,NULL,0,NULL,NULL,1,0
Jeremy Fox,Eragon,1,1,NULL,NULL,1,0,NULL,NULL
Plissken,Candida,2,1,NULL,NULL,NULL,NULL,-1,NULL
Natalia Eseverri,Banderas de nuestros padres,4,1,NULL,1,NULL,NULL,-1,NULL
Jeremy Fox,The holiday,3,0,0,NULL,NULL,NULL,0,NULL
Jeremy Fox,Ratónpolis,3,-1,0,NULL,-1,NULL,NULL,NULL
Tito Chinchan,Ratónpolis,3,1,-1,NULL,NULL,NULL,NULL,NULL
Elena Suárez,María Antonieta,2,-1,NULL,0,NULL,NULL,0,NULL
Jesus Lens,El ilusionista,3,0,NULL,NULL,1,NULL,-1,NULL
Francisco Bellón,El truco final (The Prestige),3,NULL,NULL,NULL,NULL,NULL,0,0
Francisco Bellón,Mujeres en el parque,3,0,NULL,NULL,-1,NULL,1,1
Emilio Calvo de Mora,Mujeres en el parque,4,0,NULL,0,NULL,NULL,NULL,NULL
Enrique Colmena,Luces al atardecer,3,-1,NULL,-1,NULL,NULL,NULL,NULL
Jeremy Fox,Babel,4,NULL,NULL,-1,NULL,NULL,-1,0
Enrique Colmena,Mujeres en el parque,1,0,NULL,NULL,NULL,NULL,NULL,NULL
Elena Suárez,Apocalypto,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Bloody Will,Candida,3,NULL,NULL,NULL,NULL,NULL,NULL,0
Yul B
Yul B
Bloody Will,Babel,4,0,NULL,NULL,NULL,-1,NULL,0
Bloody Will,María Antonieta,1,NULL,NULL,0,NULL,NULL,NULL,-1
Kahzrrak,Eragon,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kahzrrak,La alianza del mal,2,0,NULL,0,NULL,NULL,NULL,NULL
Plissken,Mujeres en el parque,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,La Caja Kovak,4,0,NULL,NULL,NULL,NULL,0,1
Ana,El ilusionista,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Ramón Balcells,María Antonieta,4,NULL,NULL,1,0,1,NULL,-1
Jose Contreras,El truco final (The Prestige),2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elena Suárez,Mujeres en el parque,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alberto Concepción,El truco final (The Prestige),4,1,NULL,NULL,NULL,NULL,1,1
Rafa Marin,El truco final (The Prestige),5,-1,NULL,0,NULL,-1,0,NULL
José A
Caruco,Rocky Balboa,2,NULL,NULL,NULL,1,NULL,NULL,NULL
Pablo López,El truco final (The Prestige),3,NULL,NULL,NULL,1,0,NULL,NULL
Jesus Lens,Babel,3,NULL,NULL,NULL,NULL,NULL,0,NULL
Jose Contreras,La Caja Kovak,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Candida,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Pequeño pero matón,3,NULL,0,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,El truco final (The Prestige),4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Silvia Giner,María Antonieta,2,NULL,NULL,NULL,NULL,NULL,NULL,0
Silvia Giner,El truco final (The Prestige),4,NULL,NULL,1,NULL,NULL,NULL,-1
José A
Emilio Calvo de Mora,María Antonieta,2,0,NULL,NULL,NULL,NULL,NULL,0
Caruco,La Caja Kovak,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,El jefe,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,La vida en juego,3,NULL,NULL,1,NULL,NULL,NULL,NULL
Elena Suárez,Luces al atardecer,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
José A
Ana,Recortes de mi vida,3,-1,0,NULL,NULL,NULL,NULL,NULL
Taliesin,Babel,4,NULL,NULL,NULL,NULL,NULL,-1,NULL
Oscar Cantero,Sospecha,3,NULL,NULL,0,NULL,NULL,0,NULL
Tito Chinchan,Karate Kid,5,NULL,0,1,NULL,NULL,NULL,NULL
Tito Chinchan,Braveheart,5,-1,NULL,-1,NULL,NULL,NULL,NULL
José A
Rafa Ferrer,Noche en el museo,3,NULL,0,NULL,NULL,NULL,NULL,NULL
Matías Cobo,El truco final (The Prestige),2,NULL,NULL,NULL,NULL,1,-1,NULL
Rafa Ferrer,Pequeña miss sunshine,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,La lista de Schindler,5,NULL,NULL,1,NULL,NULL,0,NULL
Plissken,Más extraño que la ficción,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oscar Cantero,Atrapa el fuego,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,El ejército de las tinieblas,3,0,-1,1,NULL,NULL,NULL,1
Elena Suárez,Bobby,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Silvia,Hard candy,3,NULL,1,NULL,1,NULL,0,0
Rafa Ferrer,Hard candy,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,La lista de Schindler,5,NULL,NULL,-1,NULL,NULL,-1,NULL
Rafa Ferrer,Xmen3,3,NULL,NULL,NULL,1,NULL,NULL,NULL
Manel Juanico,El truco final (The Prestige),3,-1,NULL,NULL,NULL,-1,-1,NULL
Tito Chinchan,Evil bong,1,0,NULL,NULL,NULL,NULL,0,NULL
Noa,Hijos de los hombres,5,1,NULL,0,NULL,NULL,NULL,-1
Hartigan,Apocalypto,3,NULL,NULL,1,NULL,NULL,-1,1
Bloody Will,Apocalypto,4,0,NULL,-1,0,NULL,NULL,-1
Kiko de España,María Antonieta,3,NULL,NULL,NULL,NULL,NULL,NULL,1
Rafa Ferrer,Bienvenido a casa,4,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,V de Vendetta,3,NULL,NULL,1,NULL,NULL,NULL,NULL
Rafa Ferrer,Get rich or die tryin,2,-1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,En tierra de hombres,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Batman begins,4,0,NULL,-1,NULL,NULL,NULL,NULL
Francisco Bellón,Bobby,4,NULL,NULL,0,NULL,NULL,1,1
Rafa Ferrer,The guardian,3,1,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Rocky Balboa,2,0,NULL,0,NULL,NULL,NULL,0
José A
Calaf,Banderas de nuestros padres,3,NULL,NULL,NULL,1,NULL,NULL,NULL
Calaf,Apocalypto,3,NULL,NULL,1,NULL,NULL,NULL,NULL
Oscar Cantero,El Fondo del Mar,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Apocalypto,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Pequeños grandes héroes,1,0,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Virgen a los 40 años,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Harry poter y el caliz de fuego,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rafa Ferrer,Camino a Guantánamo,5,-1,NULL,NULL,NULL,NULL,NULL,NULL
Francisco Bellón,Más extraño que la ficción,1,NULL,NULL,NULL,NULL,NULL,NULL,-1
Emilio Calvo de Mora,Fuego en el cuerpo,5,-1,NULL,NULL,NULL,NULL,NULL,NULL
Emilio Calvo de Mora,Un abril encantado,4,0,NULL,0,NULL,NULL,0,0
Plissken,Apocalypto,4,-1,NULL,NULL,NULL,NULL,NULL,NULL
Plissken,María Antonieta,1,-1,0,0,0,NULL,NULL,0
Elena Suárez,Atrapa el fuego,2,0,NULL,NULL,NULL,NULL,0,NULL
Emilio Calvo de Mora,13 tzameti,4,0,NULL,NULL,NULL,-1,NULL,NULL
Jose Contreras,Apocalypto,3,-1,NULL,NULL,NULL,NULL,-1,NULL
Ivan Sainz-Pardo,Rocky Balboa,5,1,1,1,0,NULL,0,NULL
Yojimbo,Pequeña miss sunshine,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,El derecho de nacer,4,NULL,NULL,NULL,NULL,NULL,NULL,1
Yojimbo,La ciudad perdida,5,NULL,NULL,NULL,NULL,NULL,1,NULL
Tito Chinchan,Apocalypto,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Un franco
Yojimbo,Hécuba
Yojimbo,La noche de los girasoles,3,0,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Los Borgia,2,-1,NULL,NULL,NULL,NULL,NULL,1
Yojimbo,Glengarry Glenn Ross,5,1,NULL,NULL,NULL,NULL,NULL,0
Jesus Lens,Hollywoodland,3,0,NULL,-1,0,NULL,NULL,NULL
Yojimbo,Dark blue,3,0,0,NULL,NULL,NULL,NULL,NULL
Yojimbo,La joven del agua,4,-1,NULL,NULL,NULL,NULL,NULL,0
Yojimbo,Brigada 49,2,1,NULL,NULL,NULL,NULL,NULL,0
Yojimbo,The woodsman,4,NULL,NULL,NULL,NULL,NULL,-1,-1
Yojimbo,Dicen por ahi,3,NULL,NULL,NULL,NULL,NULL,NULL,-1
Yojimbo,American Dreamz,2,0,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Zombies party,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Domino,1,0,NULL,NULL,0,NULL,NULL,0
Yojimbo,Asuntos pendientes,4,-1,NULL,NULL,NULL,NULL,NULL,0
Yojimbo,Firewall,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,El manantial,5,NULL,NULL,NULL,NULL,NULL,0,1
Yojimbo,El último golpe,3,1,NULL,NULL,NULL,NULL,-1,0
Yojimbo,Burt Munro: un sueño
Yojimbo,King Kong,2,NULL,NULL,NULL,NULL,NULL,NULL,-1
Yojimbo,Matador,3,0,NULL,NULL,NULL,NULL,NULL,0
Yojimbo,V de Vendetta,2,NULL,NULL,1,NULL,NULL,NULL,1
Yojimbo,My date with Drew,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Bienvenido a casa,3,0,0,NULL,NULL,NULL,NULL,0
Yojimbo,En tierra de hombres,4,-1,-1,NULL,NULL,NULL,NULL,-1
Yojimbo,Flores rotas,5,1,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Plan oculto,4,0,NULL,NULL,1,NULL,0,0
Yojimbo,Bulworth,3,1,NULL,NULL,NULL,NULL,NULL,1
Yojimbo,Deseando amar,2,NULL,NULL,-1,0,NULL,NULL,1
Yojimbo,Buenas noches y buena suerte,2,NULL,NULL,NULL,NULL,NULL,-1,0
Yojimbo,Manuale d'amore,4,NULL,NULL,NULL,NULL,NULL,NULL,1
Yojimbo,En la cuerda floja,3,NULL,0,NULL,NULL,NULL,NULL,-1
Yojimbo,Munich,4,NULL,NULL,NULL,NULL,NULL,NULL,0
Yojimbo,Freaks,5,NULL,NULL,NULL,NULL,NULL,1,-1
Yojimbo,The rookie,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yojimbo,Cache Escondido,4,1,0,NULL,NULL,NULL,0,0
Yojimbo,Cineastas contra magnates,1,-1,NULL,NULL,NULL,NULL,NULL,-1
Yojimbo,Vida y color,1,-1,NULL,NULL,NULL,NULL,0,-1
Silvia Giner,Apocalypto,5,0,NULL,NULL,NULL,NULL,NULL,1
José A
Matías Cobo,Babel,3,-1,-1,NULL,NULL,NULL,NULL,NULL
Tito Chinchan,Atrapa el fuego,3,NULL,NULL,0,NULL,NULL,NULL,NULL
Caruco,Apocalypto,4,1,0,0,NULL,NULL,NULL,NULL
Berto,El truco final (The Prestige),4,1,NULL,0,-1,NULL,0,0
Caty,Eragon,2,0,NULL,NULL,NULL,NULL,-1,NULL
Caty,Matar a un Ruiseñor,5,NULL,0,-1,NULL,NULL,1,NULL
Ana,María Antonieta,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elena Suárez,Dreamgirls,3,-1,NULL,NULL,NULL,1,NULL,NULL
Emilio Calvo de Mora,Lemming,3,-1,-1,-1,-1,NULL,NULL,NULL
Jose Contreras,Pequeño pero matón,1,-1,0,0,NULL,NULL,0,NULL
José A
