user_id,item_id,rating,ATMOSPHERE,BUILDING,BUILDING_ELEVATOR,BUILDING_HALL,DECOR,ENTARTAINMENT,ENTARTAINMENT_CASINO,ENTARTAINMENT_SHOPPING,ENTARTAINMENT_SPA,EXPERIENCE,EXPERIENCE_CHECKIN,EXPERIENCE_COMPANY,EXPERIENCE_COMPLAINTS,EXPERIENCE_OCCASION,EXPERIENCE_RESERVATION,FLIGHT,FOOD_DRINKS,FOOD_FOOD,FOOD_FOOD_DESERT,FOOD_RESTAURANT,GENERAL,HOTEL,INTERNET,LOCATION,MONEY,PARKING,ROOM_BATHROOM,ROOM_BED,ROOM_CLEANLINESS,ROOM_EQUIPMENT,ROOM_INTERIOR,ROOM_OVERALL,ROOM_SMOKE,SERVICE,SERVICE_FRONT_DESK,SERVICE_MANAGEMENT,SERVICE_SECURITY,SERVICE_WAITER,SERVISE_MAID,SPORT_GYM,SPORT_POOL,TAXI
NiWYlka6NYK4fUB-KXZlFw,rLAeltELaGdQKh_LYIllEA,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
XTnQ-zgIXJk8ZjZO9Xv6GA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,0,1,1,NULL,NULL,NULL,0,0,1,NULL,NULL,1,0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
fbIRBP0vfMo9fOFeLRnWMg,rLAeltELaGdQKh_LYIllEA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,1,NULL,NULL,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,NULL,-1,NULL,NULL,0,NULL
P5zCCAcHzs-qXT-9Va4ymg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S0zTAffTMx-M76-yNlWVjg,rLAeltELaGdQKh_LYIllEA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL
h7v_M_0-YVpSVZ2WD7FpAA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Go2814QDx0H4ysBslRBt3g,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,0,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PmL8qk1tFoOUluBdOLPxFA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1tQZrkIweF1iv2RrU_dxJg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,1,NULL,NULL,-1,NULL,-1,NULL,NULL,NULL,NULL,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gQyOwXDSPGgZ_ngw89Dkug,rLAeltELaGdQKh_LYIllEA,5,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,1,0,NULL,1,NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,NULL,1,1,NULL,1,0,NULL,NULL,NULL,NULL,1,1,NULL
e3i2J-cBKJoP9Mth5uolhw,rLAeltELaGdQKh_LYIllEA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
vhxFLqRok6r-D_aQz0s-JQ,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL
aVHwMeRiIcdg_0zR6_o44w,rLAeltELaGdQKh_LYIllEA,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,0,0,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9vxUUOoasnu8gtoXRwAhYw,rLAeltELaGdQKh_LYIllEA,5,1,NULL,NULL,0,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,-1,NULL,1,NULL,NULL,NULL,0,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zqnAdayPsak5dbLF2gEvNw,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
DDo7BexMbY1YAgEJLHumUA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
rSbqoimVUWPEbNSGwyjI-Q,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bG-r4zndr1xuon0pHbUrcg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,NULL,NULL,NULL,-1,1,NULL,NULL,0,1,NULL,NULL,NULL,-1,NULL,NULL,0,NULL,1,NULL,NULL,NULL,1,1,-1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
fREQimvpmtkHn5XwhbyB4A,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,1,NULL,NULL,1,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X_kPh3nt0AJPNPHye2rTlA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,NULL,0,NULL,NULL,NULL,1,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
IvRd0WE0LmU5QL2iPBUUqg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OksbhhgC71Ary3zNHMypeQ,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,-1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
jEYQNYkoZGS7foGUUyfCwg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
UsShQth4ThCaxi5rvxGRKA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,0,1,-1,0,NULL,1,NULL,NULL,-1,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
VZWOi9UAqveUbQxbapKB7g,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,-1,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
vtw5K1JbMSxjVXeVFyqkYg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
At9PVF4yP9uxPHiqOkakHg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
VEIQIyFj-9aAykheNbma1w,rLAeltELaGdQKh_LYIllEA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,0,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CkgINQSONmbI9Oh947dHZg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
qZrArI2ohkYkQlELl13BKQ,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
kxIs2EkZR8ipVIgg6xyQGw,rLAeltELaGdQKh_LYIllEA,1,NULL,NULL,NULL,-1,NULL,1,NULL,NULL,NULL,-1,NULL,-1,NULL,NULL,0,NULL,0,1,NULL,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
tOm5LYIUJ3Xm8wSxzNoOag,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
C0vujI9rPTA30iHyBYKlfg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
iwUN95LIaEr75TZE_JC6bg,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,0,NULL,NULL,NULL
RZZX5_JiCzxX1ntD5oa7xA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CRGmeMU5aspzpXR9y3rxkw,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,1,1,1,1,-1,NULL,-1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
RXs5httYG67NK9ryRzvn5w,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,0,NULL,-1,NULL,1,0,NULL,NULL,NULL,1,1,1,NULL,0,-1,NULL,1,NULL,0,NULL,NULL,1,0,0,1,NULL,NULL,NULL,1,0,0,0,NULL,NULL,1,NULL,NULL,1,NULL
qa05pUVNapADHZXpHMPMeA,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CtuoM6_Im-xBZMAqPKMQ8A,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PDRWbCZa92irf8mK5X_Kig,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,0,0,NULL,NULL,0,1,NULL,1,NULL,NULL,NULL,NULL,-1,0,1,NULL
d0PHPwf_MZs-ZZ_d0iSapw,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
OVmy8WqTGYluA87lQRSGdw,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,1,NULL,NULL,NULL,NULL,1,1,-1,NULL,NULL,-1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
OR8LO7yYfZUSoC-sgGDF7Q,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EOgFe505FwuNI2mgKJY7cQ,rLAeltELaGdQKh_LYIllEA,5,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ovpa3S8xD96dLE5eDxcxJg,faitVIiNezSN0ogZQSZPWQ,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oq5CYkB4dQE_wmPgHu51bg,faitVIiNezSN0ogZQSZPWQ,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
6uNeagh9ljbwV8XRUn_cYA,faitVIiNezSN0ogZQSZPWQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
XBHJCDzNh--mBhJkzyM_iA,faitVIiNezSN0ogZQSZPWQ,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,-1,-1,NULL,-1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
y0aKPIwGWhggMfd7n-jFnA,faitVIiNezSN0ogZQSZPWQ,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,1,NULL,NULL,1,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
vN06s-pMCiYvI6hmg27H2A,faitVIiNezSN0ogZQSZPWQ,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,1,1,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
lC4X2crUuxT9Ac9BlOX4Uw,6Ckmrpp6OW1pJ-3Pjg7VaQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
tyB2NUSxpBtBBRZXwvifPA,6Ckmrpp6OW1pJ-3Pjg7VaQ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
L3Jsd79upFBPk2z4EBOsVQ,6Ckmrpp6OW1pJ-3Pjg7VaQ,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,0,0,NULL,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,0,NULL,-1,0,NULL,NULL,NULL,0,NULL,NULL,0
0o0VMEJeQY0pAAZ9nxErBA,sOa-OpRFi1OVU7CC6Hwoig,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
AujgXK1WUgud7e7Zb4oeSQ,sOa-OpRFi1OVU7CC6Hwoig,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,NULL,0,0,NULL,NULL,NULL,NULL,-1,0,1,1,0,NULL,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL
tBvrnSCLSpUdCDm5w5GPkg,sOa-OpRFi1OVU7CC6Hwoig,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
veTxWRC7AjI0ChuV0pvqkw,sOa-OpRFi1OVU7CC6Hwoig,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,1,NULL,1,0,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TPyz7VSq9hnI-6bDGAIZPA,sOa-OpRFi1OVU7CC6Hwoig,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BPa-f2cVu9Jt_35K3TKgww,sOa-OpRFi1OVU7CC6Hwoig,4,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
uSsUpdb-UiQC8abi6UDsnw,sOa-OpRFi1OVU7CC6Hwoig,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3JtdBvnY6Wzp22gt5zFwDg,KnRRMCqQQqlyMphif6cTaA,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
U-x9Hx392dea8YWdgYFiLA,KnRRMCqQQqlyMphif6cTaA,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HFzQ3xFlSwPlZeYkDzWwFg,KnRRMCqQQqlyMphif6cTaA,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06jGTBWhhDAJ5PXCxIq3rA,KnRRMCqQQqlyMphif6cTaA,3,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL
ppUPCCj5WGh9c4kG3Nf1ng,KnRRMCqQQqlyMphif6cTaA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,NULL,NULL,1,1,NULL,NULL,NULL,0,1,NULL,1,NULL,NULL,1,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ObPaX2h34Abfu_R3rcgupQ,KnRRMCqQQqlyMphif6cTaA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NiKP2TA4n2ywN991Bte14Q,KnRRMCqQQqlyMphif6cTaA,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,NULL,0,NULL,1,1,NULL,-1,NULL,NULL,-1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
XIOTsKjvbMLp-i-p-x5RvA,KnRRMCqQQqlyMphif6cTaA,4,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
